name,domain,category,description,audience_estimate,audience_period,audience_source_url,audience_checked_at,public_attributes,featured_rank
AGÊNCIA TATU,agenciatatu.com.br,Jornalismo online · Nordeste,"Veículo do segmento online no Atlas da Notícia; localização: Maceió, AL. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":12991},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Maceió · AL · Nordeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.agenciatatu.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Crowdfunding"",""Financiamento institucional (grants, editais, grandes doações, investimento privado etc.)"",""Financiamento por projetos (grants, editais, apoios, patrocínios etc.)"",""Prestação de serviços"",""Publicidade (outros tipos)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Newsletters"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""criterios_de_transparencia_atlas"",""valor"":9,""source_url"":""https://api.atlas.jor.br/api/v1/media/verified""},{""atributo"":""expediente"",""valor"":""sim"",""source_url"":""https://www.agenciatatu.com.br/equipe/""},{""atributo"":""principiosEditoriais"",""valor"":""sim"",""source_url"":""https://www.agenciatatu.com.br/sobre/#metodologia-checagens""},{""atributo"":""politicaDeCorrecao"",""valor"":""sim"",""source_url"":""https://www.agenciatatu.com.br/sobre/#politica-de-erros""},{""atributo"":""propriedadeDoVeiculo"",""valor"":""sim"",""source_url"":""https://www.agenciatatu.com.br/sobre/#quem-faz""},{""atributo"":""politicaDePrivacidade"",""valor"":""sim"",""source_url"":""https://www.agenciatatu.com.br/privacidade/""}]",
MÍDIA CAETÉ,midiacaete.com.br,Jornalismo online · Nordeste,"Veículo do segmento online no Atlas da Notícia; localização: Maceió, AL. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":14372},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Maceió · AL · Nordeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""http://www.midiacaete.com.br"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":false},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Assinatura/paywall"",""Crowdfunding"",""Financiamento institucional (grants, editais, grandes doações, investimento privado etc.)"",""Financiamento por projetos (grants, editais, apoios, patrocínios etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""criterios_de_transparencia_atlas"",""valor"":8,""source_url"":""https://api.atlas.jor.br/api/v1/media/verified""},{""atributo"":""expediente"",""valor"":""sim"",""source_url"":""https://midiacaete.com.br/quem-somos/""},{""atributo"":""principiosEditoriais"",""valor"":""sim"",""source_url"":""https://midiacaete.com.br/quem-somos/""},{""atributo"":""politicaDeCorrecao"",""valor"":""sim"",""source_url"":""https://midiacaete.com.br/politica-de-erros/""},{""atributo"":""acessoProfissionaisRedação"",""valor"":""sim"",""source_url"":""https://midiacaete.com.br/fale-conosco/""},{""atributo"":""propriedadeDoVeiculo"",""valor"":""sim"",""source_url"":""https://midiacaete.com.br/quem-somos/""},{""atributo"":""transparenciaDeFinanciamento"",""valor"":""sim"",""source_url"":""https://midiacaete.com.br/como-a-midia-caete-se-sustenta/""},{""atributo"":""identificacaoDeAutoria"",""valor"":""sim"",""source_url"":""https://midiacaete.com.br/artigos/""}]",
OLHOS JORNALISMO,olhosjornalismo.com.br,Jornalismo online · Nordeste,"Veículo do segmento online no Atlas da Notícia; localização: Maceió, AL. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":18627},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Maceió · AL · Nordeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://olhosjornalismo.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Crowdfunding"",""Doações diretas"",""Financiamento institucional (grants, editais, grandes doações, investimento privado etc.)"",""Financiamento por projetos (grants, editais, apoios, patrocínios etc.)"",""Parcerias"",""Prestação de serviços"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
ALAGOASWEB,alagoasweb.com,Jornalismo online · Nordeste,"Veículo do segmento online no Atlas da Notícia; localização: São Miguel dos Campos, AL. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":17097},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""São Miguel dos Campos · AL · Nordeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://alagoasweb.com/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Parcerias"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Noticiário em tempo real"",""Opinião/colunistas"",""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
EM TEMPO NOTÍCIAS,emtemponoticias.com,Jornalismo online · Nordeste,"Veículo do segmento online no Atlas da Notícia; localização: Maceió, AL. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":18173},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Maceió · AL · Nordeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://emtemponoticias.com/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Doações diretas"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Noticiário em tempo real"",""Possui alguma edição impressa (secundária)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
BATALHA BALADAS,batalhabaladas.com.br,Jornalismo online · Nordeste,"Veículo do segmento online no Atlas da Notícia; localização: Batalha, AL. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":19069},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Batalha · AL · Nordeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://batalhabaladas.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Financiamento institucional (grants, editais, grandes doações, investimento privado etc.)"",""Parcerias"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
EUFÊMEA,eufemea.com,Jornalismo online · Nordeste,"Veículo do segmento online no Atlas da Notícia; localização: Maceió, AL. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":18625},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Maceió · AL · Nordeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.eufemea.com"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Doações diretas"",""Financiamento por projetos (grants, editais, apoios, patrocínios etc.)"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Noticiário em tempo real"",""Opinião/colunistas"",""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
NN1,nn1.com.br,Jornalismo online · Nordeste,"Veículo do segmento online no Atlas da Notícia; localização: Arapiraca, AL. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":12953},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Arapiraca · AL · Nordeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://nn1.com.br/inicio"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Financiamento institucional (grants, editais, grandes doações, investimento privado etc.)"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Blogs"",""Noticiário em tempo real"",""Opinião/colunistas"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
BOA INFORMAÇÃO,boainformacao.com.br,Jornalismo online · Nordeste,"Veículo do segmento online no Atlas da Notícia; localização: Penedo, AL. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":12946},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Penedo · AL · Nordeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://boainformacao.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Financiamento institucional (grants, editais, grandes doações, investimento privado etc.)"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Opinião/colunistas"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
TV LIBERDADE,m.youtube.com,Jornalismo online · Nordeste,"Veículo do segmento online no Atlas da Notícia; localização: Arapiraca, AL. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":13019},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Arapiraca · AL · Nordeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://m.youtube.com/channel/UChniY_aVVdlbDmc8JLhxQwg"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Financiamento institucional (grants, editais, grandes doações, investimento privado etc.)"",""Publicidade (outros tipos)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
OPARA NEWS,oparanews.com.br,Jornalismo online · Nordeste,"Veículo do segmento online no Atlas da Notícia; localização: Penedo, AL. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":12944},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Penedo · AL · Nordeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://oparanews.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Financiamento institucional (grants, editais, grandes doações, investimento privado etc.)"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
PORTAL ACTA,portalacta.com,Jornalismo online · Nordeste,"Veículo do segmento online no Atlas da Notícia; localização: Maceió, AL. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":15287},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Maceió · AL · Nordeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.portalacta.com/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Blogs"",""Noticiário em tempo real"",""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
TODO SEGUNDO,todosegundo.com.br,Jornalismo online · Nordeste,"Veículo do segmento online no Atlas da Notícia; localização: Palmeira dos Índios, AL. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":12921},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Palmeira dos Índios · AL · Nordeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://todosegundo.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Blogs"",""Noticiário em tempo real"",""Opinião/colunistas"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
BR 104,br104.com.br,Jornalismo online · Nordeste,"Veículo do segmento online no Atlas da Notícia; localização: União dos Palmares, AL. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":12949},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""União dos Palmares · AL · Nordeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.br104.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Newsletters"",""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
TRAIPU NOTÍCIAS,traipunoticia.com.br,Jornalismo online · Nordeste,"Veículo do segmento online no Atlas da Notícia; localização: Traipu, AL. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":15073},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Traipu · AL · Nordeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.traipunoticia.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Parcerias"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Blogs"",""Opinião/colunistas"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
É ASSIM,eassim.net,Jornalismo online · Nordeste,"Veículo do segmento online no Atlas da Notícia; localização: Maceió, AL. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":12920},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Maceió · AL · Nordeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://eassim.net/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Blogs"",""Noticiário em tempo real"",""Opinião/colunistas""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
ALAGOAS BOREAL,alagoasboreal.com.br,Jornalismo online · Nordeste,"Veículo do segmento online no Atlas da Notícia; localização: Maceió, AL. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":15289},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Maceió · AL · Nordeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.alagoasboreal.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Opinião/colunistas"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
